"Index","Chapter","Thought","D: Original","D: Narrative","D: Refashioned","D: Elegant","D: Summary","D: Distilled","Notes"
"4.61","4.2","61","Never. Neither will he ever break faith where there have been oaths or agreements?

Impossible. No one will be less likely to commit adultery, or to dishonour his father and mother, or to fall in his religious duties?

No one. And the reason is that each part of him is doing its own business, whether in ruling or being ruled?

Exactly so. Are you satisfied then that the quality which makes such men and such states is justice, or do you hope to discover some other?

Not I, indeed. Then our dream has been realised; and the suspicion which we entertained at the beginning of our work of construction, that some divine power must have conducted us to a primary form of justice, has now been verified?

Yes, certainly. And the division of labour which required the carpenter and the shoemaker and the rest of the citizens to be doing each his own business, and not another's, was a shadow of justice, and for that reason it was of use?","""Never.""

""Neither will he ever break faith where there have been oaths or agreements?""

""Impossible.""

""No one will be less likely to commit adultery, or to dishonour his father and mother, or to fall in his religious duties?""

""No one.""

""And the reason is that each part of him is doing its own business, whether in ruling or being ruled?""

""Exactly so.""

""Are you satisfied then that the quality which makes such men and such states is justice, or do you hope to discover some other?""

""Not I, indeed.""

""Then our dream has been realised; and the suspicion which we entertained at the beginning of our work of construction, that some divine power must have conducted us to a primary form of justice, has now been verified?""

""Yes, certainly.""

""And the division of labour which required the carpenter and the shoemaker and the rest of the citizens to be doing each his own business, and not another's, was a shadow of justice, and for that reason it was of use?""","""Never.""

""Will he break faith where oaths or agreements have been made?""

""Impossible.""

""Will anyone be less likely to commit adultery, dishonor their parents, or neglect their religious duties?""

""No one.""

""And the reason for all this is that each part of their soul does its own work, whether ruling or being ruled.""

""Exactly.""

""Are you satisfied that the quality producing such people and such cities is justice? Or do you expect to find something else?""

""No, I'm satisfied.""

""Then our dream has been realized. The suspicion we had at the beginning -- that some divine power was guiding us toward a primary form of justice -- has been confirmed.""

""Yes.""

""And the division of labor that required carpenter, shoemaker, and every citizen to do their own work and not another's -- that was a shadow of justice, and useful for that very reason.""","The just person never breaks oaths, commits adultery, dishonors parents, or neglects religious duties -- because each part of their soul does its own work. The dream is realized: they have found justice. The division of labor in the city was a shadow of this deeper justice, useful precisely because it approximated the truth.","The just person never breaks faith, commits adultery, dishonors parents, or neglects religious duties -- all because each soul-part performs its proper function. The quest is complete: justice has been found. The division of labor established earlier was a useful shadow of true justice, which is fundamentally about internal order, not just external role-assignment.","Justice in the soul -- each part doing its own work -- produces every practical virtue; the city's division of labor was merely a shadow of this deeper psychological truth.","Speakers: Socrates and Glaucon -- The list of just behaviors (keeping oaths, honoring parents, religious duties) covers the major Greek moral obligations -- 'Shadow of justice' (eidolon dikaiosynes) uses the language that will become central to the cave allegory in Book VII -- The division of labor in the city was not justice itself but its image -- the real justice is internal -- Cross-ref: Book VII's shadows on the cave wall as images of higher realities -- 'Some divine power must have conducted us' suggests philosophical discovery is divinely guided -- Cross-ref: The Meno on recollection (anamnesis) as discovery guided by the divine -- The dream metaphor connects to Socrates' frequent references to waking from illusion to truth"
"4.62","4.2","62","Clearly. But in reality justice was such as we were describing, being concerned however, not with the outward man, but with the inward, which is the true self and concernment of man: for the just man does not permit the several elements within him to interfere with one another, or any of them to do the work of others, --he sets in order his own inner life, and is his own master and his own law, and at peace with himself; and when he has bound together the three principles within him, which may be compared to the higher, lower, and middle notes of the scale, and the intermediate intervals --when he has bound all these together, and is no longer many, but has become one entirely temperate and perfectly adjusted nature, then he proceeds to act, if he has to act, whether in a matter of property, or in the treatment of the body, or in some affair of politics or private business; always thinking and calling that which preserves and co-operates with this harmonious condition, just and good action, and the knowledge which presides over it, wisdom, and that which at any time impairs this condition, he will call unjust action, and the opinion which presides over it ignorance.

You have said the exact truth, Socrates. Very good; and if we were to affirm that we had discovered the just man and the just State, and the nature of justice in each of them, we should not be telling a falsehood?","""Clearly.""

""But in reality justice was such as we were describing, being concerned however, not with the outward man, but with the inward, which is the true self and concernment of man: for the just man does not permit the several elements within him to interfere with one another, or any of them to do the work of others -- he sets in order his own inner life, and is his own master and his own law, and at peace with himself; and when he has bound together the three principles within him, which may be compared to the higher, lower, and middle notes of the scale, and the intermediate intervals -- when he has bound all these together, and is no longer many, but has become one entirely temperate and perfectly adjusted nature, then he proceeds to act, if he has to act, whether in a matter of property, or in the treatment of the body, or in some affair of politics or private business; always thinking and calling that which preserves and co-operates with this harmonious condition, just and good action, and the knowledge which presides over it, wisdom, and that which at any time impairs this condition, he will call unjust action, and the opinion which presides over it ignorance.""

""You have said the exact truth, Socrates.""

""Very good; and if we were to affirm that we had discovered the just man and the just State, and the nature of justice in each of them, we should not be telling a falsehood?""","""Clearly.""

""But true justice concerns not the outward person but the inward -- the true self. The just person does not allow the elements within to interfere with one another or do each other's work. They set their inner life in order, becoming their own master and their own law, at peace with themselves. When they have bound together the three principles within -- comparable to the high, low, and middle notes of a musical scale, with all the intervals between -- when these are bound into unity, and the person is no longer many but has become one entirely temperate, perfectly harmonized nature, then they act. Whether in matters of property, physical health, politics, or private affairs, they call 'just and good' whatever preserves this inner harmony, and 'wisdom' the knowledge that guides it. Whatever impairs this harmony they call 'unjust,' and the opinion behind it, 'ignorance.'""

""You have spoken the exact truth, Socrates.""

""If we claimed to have discovered the just person, the just city, and the nature of justice in each, we would not be lying.""","True justice is internal, not external. The just person sets their inner life in order, forbidding the soul's parts from interfering with one another. They bind the three principles together -- like high, low, and middle notes of a scale -- becoming one harmonized nature rather than many. Then every action that preserves this harmony is called just; whatever impairs it, unjust. The knowledge guiding harmony is wisdom; the opinion guiding discord is ignorance.","Justice concerns the inner person, not the outer. The just person orders their soul so no part interferes with another, binding reason, spirit, and appetite together like the notes of a musical scale into one harmonized nature. Every action preserving this inner harmony is just and wise; every action disrupting it is unjust and ignorant. The just person and the just city have been discovered.","True justice is inner harmony -- the soul's three parts bound together like musical notes, producing a unified nature where every action preserves internal order.","Speakers: Socrates and Glaucon -- This is arguably the most important passage in the Republic -- the definitive statement of justice as inner harmony -- 'Not the outward man, but the inward' distinguishes Plato's justice from conventional Greek justice (which focused on external actions) -- 'His own master and his own law' (autos hautou archon) echoes the self-mastery discussion of 4.26-4.28 -- The musical scale analogy (high, low, middle notes plus intervals) creates a rich image of the harmonized soul -- 'No longer many, but has become one' fulfills the unity theme from 4.9-4.10 -- Cross-ref: Pythagorean musical-mathematical philosophy deeply influences this passage -- The definitions of just action (preserving harmony) and unjust action (impairing it) are beautifully simple -- Cross-ref: This is Plato's answer to Thrasymachus (Book I) and to Glaucon's challenge (Book II)"
"4.63","4.2","63","Most certainly not. May we say so, then? Let us say so. And now, I said, injustice has to be considered. Clearly. Must not injustice be a strife which arises among the three principles --a meddlesomeness, and interference, and rising up of a part of the soul against the whole, an assertion of unlawful authority, which is made by a rebellious subject against a true prince, of whom he is the natural vassal, --what is all this confusion and delusion but injustice, and intemperance and cowardice and ignorance, and every form of vice?","""Most certainly not.""

""May we say so, then?""

""Let us say so.""

""And now,"" I said, ""injustice has to be considered.""

""Clearly.""

""Must not injustice be a strife which arises among the three principles -- a meddlesomeness, and interference, and rising up of a part of the soul against the whole, an assertion of unlawful authority, which is made by a rebellious subject against a true prince, of whom he is the natural vassal -- what is all this confusion and delusion but injustice, and intemperance and cowardice and ignorance, and every form of vice?""","""Certainly not a falsehood.""

""Then let us say so.""

""Now we must consider injustice.""

""Clearly.""

""Injustice must be the conflict that arises among the three principles -- the meddling and interference, the rebellion of one part of the soul against the whole, the assertion of unlawful authority by a part that is naturally subordinate against the part that is its natural ruler. What is all this confusion and disorder but injustice itself? And is it not also intemperance, cowardice, ignorance -- every form of vice?""","Injustice is strife among the soul's three parts: meddling, interference, and the rebellion of a subordinate part against its natural ruler. This inner disorder is not only injustice but simultaneously intemperance, cowardice, ignorance -- every form of vice.","Injustice is defined as internal strife: the soul's parts meddling with each other, a subordinate part rebelling against its natural ruler and asserting unlawful authority over the whole. This disorder is simultaneously injustice, intemperance, cowardice, and ignorance -- all vices are forms of inner disharmony.","Injustice is the rebellion of a subordinate soul-part against the whole, and this single disorder encompasses every vice -- intemperance, cowardice, and ignorance alike.","Speakers: Socrates and Glaucon -- Political language describes psychological disorder: 'rebellious subject against a true prince,' 'unlawful authority,' 'natural vassal' -- This makes injustice a kind of inner tyranny or civil war -- Cross-ref: Book IX's portrait of the tyrannical soul as the ultimate case of inner rebellion -- The claim that all vices are forms of one disorder (injustice as inner disharmony) is a powerful unifying thesis -- Cross-ref: The Protagoras on the unity of virtue -- each vice corresponds to one of the four virtues failing: intemperance (loss of temperance), cowardice (loss of courage), ignorance (loss of wisdom), injustice (loss of justice) -- Cross-ref: Book VIII's sequence of degenerate constitutions mirrors the progressive breakdown of inner order"
"4.64","4.2","64","Exactly so. And if the nature of justice and injustice be known, then the meaning of acting unjustly and being unjust, or, again, of acting justly, will also be perfectly clear?

What do you mean? he said. Why, I said, they are like disease and health; being in the soul just what disease and health are in the body.

How so? he said. Why, I said, that which is healthy causes health, and that which is unhealthy causes disease.

Yes. And just actions cause justice, and unjust actions cause injustice?

That is certain. And the creation of health is the institution of a natural order and government of one by another in the parts of the body; and the creation of disease is the production of a state of things at variance with this natural order?

True. And is not the creation of justice the institution of a natural order and government of one by another in the parts of the soul, and the creation of injustice the production of a state of things at variance with the natural order?

Exactly so, he said. Then virtue is the health and beauty and well-being of the soul, and vice the disease and weakness and deformity of the same?

True. And do not good practices lead to virtue, and evil practices to vice?

Assuredly. Still our old question of the comparative advantage of justice and injustice has not been answered: Which is the more profitable, to be just and act justly and practise virtue, whether seen or unseen of gods and men, or to be unjust and act unjustly, if only unpunished and unreformed?","""Exactly so.""

""And if the nature of justice and injustice be known, then the meaning of acting unjustly and being unjust, or, again, of acting justly, will also be perfectly clear?""

""What do you mean?"" he said.

""Why,"" I said, ""they are like disease and health; being in the soul just what disease and health are in the body.""

""How so?"" he said.

""Why,"" I said, ""that which is healthy causes health, and that which is unhealthy causes disease.""

""Yes.""

""And just actions cause justice, and unjust actions cause injustice?""

""That is certain.""

""And the creation of health is the institution of a natural order and government of one by another in the parts of the body; and the creation of disease is the production of a state of things at variance with this natural order?""

""True.""

""And is not the creation of justice the institution of a natural order and government of one by another in the parts of the soul, and the creation of injustice the production of a state of things at variance with the natural order?""

""Exactly so,"" he said.

""Then virtue is the health and beauty and well-being of the soul, and vice the disease and weakness and deformity of the same?""

""True.""

""And do not good practices lead to virtue, and evil practices to vice?""

""Assuredly.""

""Still our old question of the comparative advantage of justice and injustice has not been answered: Which is the more profitable, to be just and act justly and practise virtue, whether seen or unseen of gods and men, or to be unjust and act unjustly, if only unpunished and unreformed?""","""Exactly.""

""So if we understand the nature of justice and injustice, the meaning of acting justly or unjustly becomes clear.""

""How so?""

""Justice and injustice are to the soul what health and disease are to the body.""

""Explain.""

""What is healthy produces health; what is unhealthy produces disease.""

""Yes.""

""Just actions produce justice in the soul; unjust actions produce injustice.""

""Certainly.""

""Health is the establishment of natural order among the body's parts, where each governs and is governed according to nature. Disease is a state at variance with this natural order.""

""True.""

""Then justice is the establishment of natural order among the soul's parts, and injustice is disorder at variance with that natural order.""

""Exactly.""

""So virtue is the health, beauty, and well-being of the soul, and vice is its disease, weakness, and deformity.""

""True.""

""And good practices lead to virtue, evil practices to vice.""

""Certainly.""

""But our original question remains unanswered: which is more profitable -- to be just and practice virtue, whether or not gods and men observe it, or to be unjust and act unjustly, so long as one escapes punishment and correction?""","Justice is to the soul what health is to the body: the natural order of parts governing and being governed according to nature. Virtue is the soul's health, beauty, and well-being; vice is its disease, weakness, and deformity. Good practices produce virtue; evil practices produce vice. The original question returns: which is more profitable -- justice observed or unobserved, or unpunished injustice?","Socrates draws the analogy between justice and health: both are the natural ordering of parts, where each element governs and is governed according to nature. Virtue is the soul's health and beauty; vice is its disease and deformity. This brings back the original question: which is more profitable -- practicing justice whether or not anyone sees it, or practicing injustice if one can escape punishment?","Justice is the soul's health -- natural order among its parts; vice is its disease -- and the question remains whether justice or unpunished injustice is more profitable.","Speakers: Socrates and Glaucon -- The health-disease analogy for justice-injustice is one of Plato's most powerful arguments -- it makes the question of justice's profitability seem absurd, since no one would ask whether health is profitable -- Cross-ref: Book III 405a-410a on medicine and the healthy city -- The phrase 'whether seen or unseen of gods and men' directly recalls Glaucon's challenge in Book II (360b-362c) about the Ring of Gyges -- Cross-ref: The Ring of Gyges asked whether a person invisible to gods and men would still choose justice -- The answer is now obvious: who would choose to have a diseased soul? -- 'Unpunished and unreformed' (me didontos diken) adds the condition that makes injustice seem maximally attractive -- This sets up the final reductio in 4.65"
"4.65","4.2","65","In my judgment, Socrates, the question has now become ridiculous. We know that, when the bodily constitution is gone, life is no longer endurable, though pampered with all kinds of meats and drinks, and having all wealth and all power; and shall we be told that when the very essence of the vital principle is undermined and corrupted, life is still worth having to a man, if only he be allowed to do whatever he likes with the single exception that he is not to acquire justice and virtue, or to escape from injustice and vice; assuming them both to be such as we have described?","""In my judgment, Socrates, the question has now become ridiculous. We know that, when the bodily constitution is gone, life is no longer endurable, though pampered with all kinds of meats and drinks, and having all wealth and all power; and shall we be told that when the very essence of the vital principle is undermined and corrupted, life is still worth having to a man, if only he be allowed to do whatever he likes with the single exception that he is not to acquire justice and virtue, or to escape from injustice and vice; assuming them both to be such as we have described?""","""In my judgment, Socrates, the question is now ridiculous. We know that when the body's constitution is ruined, life becomes unendurable -- no matter how much food, drink, wealth, and power you have. So are we really supposed to believe that when the soul's vital principle is undermined and corrupted, life is still worth living -- as long as the person can do whatever they want, with the sole restriction that they cannot acquire justice and virtue or escape from injustice and vice? Given what we've now shown justice and injustice to be, the question answers itself.""","The question is now absurd. When bodily health is destroyed, no amount of wealth or pleasure makes life endurable. How then could life be worth living when the soul's very essence is corrupted -- when one possesses everything except justice and virtue?","Glaucon declares the question of justice's profitability has become ridiculous. Just as no amount of wealth or pleasure makes life worth living when the body's health is destroyed, life cannot be worth living when the soul's essential principle -- justice -- is corrupted. The health analogy has made the answer self-evident.","The question of whether injustice can be profitable is now absurd -- just as no one would choose bodily ruin for any amount of wealth, no one should choose the corruption of their soul.","Speakers: Glaucon delivers the judgment, confirming Socrates' argument -- This is the dramatic payoff of the entire Republic so far -- Glaucon, who posed the challenge in Book II (that injustice might be more profitable), now declares the question 'ridiculous' -- The body-soul parallel is complete: health of body :: justice of soul, therefore justice is obviously preferable -- 'All kinds of meats and drinks, all wealth and all power' represents the maximum imaginable external goods -- even these cannot compensate for inner corruption -- Cross-ref: Book II's Ring of Gyges and the invisible unjust man -- the answer is now clear: even invisible, the unjust person is miserable because their soul is diseased -- Cross-ref: Book IX will further quantify the superiority of the just life"
"4.66","4.2","66","Yes, I said, the question is, as you say, ridiculous. Still, as we are near the spot at which we may see the truth in the clearest manner with our own eyes, let us not faint by the way.

Certainly not, he replied. Come up hither, I said, and behold the various forms of vice, those of them, I mean, which are worth looking at.

I am following you, he replied: proceed. I said, The argument seems to have reached a height from which, as from some tower of speculation, a man may look down and see that virtue is one, but that the forms of vice are innumerable; there being four special ones which are deserving of note.

What do you mean? he said. I mean, I replied, that there appear to be as many forms of the soul as there are distinct forms of the State.

How many? There are five of the State, and five of the soul, I said.

What are they? The first, I said, is that which we have been describing, and which may be said to have two names, monarchy and aristocracy, accordingly as rule is exercised by one distinguished man or by many.

True, he replied. But I regard the two names as describing one form only; for whether the government is in the hands of one or many, if the governors have been trained in the manner which we have supposed, the fundamental laws of the State will be maintained.

That is true, he replied.","""Yes,"" I said, ""the question is, as you say, ridiculous. Still, as we are near the spot at which we may see the truth in the clearest manner with our own eyes, let us not faint by the way.""

""Certainly not,"" he replied.

""Come up hither,"" I said, ""and behold the various forms of vice, those of them, I mean, which are worth looking at.""

""I am following you,"" he replied: ""proceed.""

""I said, The argument seems to have reached a height from which, as from some tower of speculation, a man may look down and see that virtue is one, but that the forms of vice are innumerable; there being four special ones which are deserving of note.""

""What do you mean?"" he said.

""I mean,"" I replied, ""that there appear to be as many forms of the soul as there are distinct forms of the State.""

""How many?""

""There are five of the State, and five of the soul,"" I said.

""What are they?""

""The first,"" I said, ""is that which we have been describing, and which may be said to have two names, monarchy and aristocracy, accordingly as rule is exercised by one distinguished man or by many.""

""True,"" he replied.

""But I regard the two names as describing one form only; for whether the government is in the hands of one or many, if the governors have been trained in the manner which we have supposed, the fundamental laws of the State will be maintained.""

""That is true,"" he replied.","""Yes, the question is ridiculous. But since we're close to the point where we can see the truth most clearly, let's not give up now.""

""Certainly not.""

""Come higher, then, and look at the various forms of vice -- at least the ones worth examining.""

""I'm following. Go on.""

""From this height in our argument -- as from a tower of speculation -- we can look down and see that virtue is one, while the forms of vice are innumerable. Four in particular deserve attention.""

""What do you mean?""

""There are as many forms of the soul as there are distinct forms of government.""

""How many?""

""Five forms of government and five forms of the soul.""

""What are they?""

""The first is the one we've been describing, which goes by two names: monarchy when one distinguished person rules, aristocracy when several do.""

""True.""

""But I regard these as one form, not two. Whether one or many govern, as long as the rulers are trained as we've described, the fundamental laws of the city will be maintained.""

""That's true.""","From the height of their argument, they can see that virtue is one while the forms of vice are innumerable -- four deserve special attention. There are five forms of government and five corresponding forms of the soul. The first and best -- the one they've been building -- is monarchy or aristocracy, which are really one form: so long as rulers are properly trained, the fundamental laws hold whether one rules or many.","From the summit of their argument, Socrates sees that virtue is one while vice takes innumerable forms -- four especially worth examining. Five forms of government correspond to five forms of the soul. The first and best is what they've been constructing: monarchy or aristocracy, which are fundamentally one form, since properly trained rulers maintain the same laws whether governing alone or in a group. This sets up the analysis of degenerate constitutions in Books VIII-IX.","Virtue is one, vice innumerable; five forms of government match five forms of the soul, with the best being monarchy/aristocracy -- one form of just rule -- and four forms of degeneration to follow.","Speakers: Socrates and Glaucon -- 'Tower of speculation' (skopia) is a memorable image for the philosophical vantage point -- 'Virtue is one, forms of vice innumerable' echoes Tolstoy's later observation about happy and unhappy families -- The five forms of government: aristocracy/monarchy, timocracy, oligarchy, democracy, tyranny -- these will be analyzed in Books VIII-IX -- Cross-ref: Aristotle's Politics III develops a different classification of constitutions -- The five soul types correspond to the five constitutions: philosophical/kingly, honor-loving, money-loving, freedom-loving, tyrannical -- Monarchy and aristocracy as one form shows Plato values the quality of rulers over their number -- This passage serves as the bridge to Books VIII-IX, announcing the program of analyzing degenerate constitutions and souls -- Book IV ends here with the major arguments complete: the four virtues of the city, the tripartite soul, justice as inner harmony"
"5.1","5.1","1","Such is the good and true City or State, and the good and man is of the same pattern; and if this is right every other is wrong; and the evil is one which affects not only the ordering of the State, but also the regulation of the individual soul, and is exhibited in four forms.

What are they? he said. I was proceeding to tell the order in which the four evil forms appeared to me to succeed one another, when Pole marchus, who was sitting a little way off, just beyond Adeimantus, began to whisper to him: stretching forth his hand, he took hold of the upper part of his coat by the shoulder, and drew him towards him, leaning forward himself so as to be quite close and saying something in his ear, of which I only caught the words, 'Shall we let him off, or what shall we do?","""Such is the good and true City or State, and the good and true man is of the same pattern; and if this is right every other is wrong; and the evil is one which affects not only the ordering of the State, but also the regulation of the individual soul, and is exhibited in four forms.""

""What are they?"" he said.

I was proceeding to tell the order in which the four evil forms appeared to me to succeed one another, when Polemarchus, who was sitting a little way off, just beyond Adeimantus, began to whisper to him: stretching forth his hand, he took hold of the upper part of his coat by the shoulder, and drew him towards him, leaning forward himself so as to be quite close and saying something in his ear, of which I only caught the words, ""Shall we let him off, or what shall we do?""","""So that's the good and true City or State, and a good and true person follows the same pattern. If this model is right, every other is wrong -- and the corruption that ruins a State also ruins the individual soul, manifesting in four distinct forms.""

""What are they?"" Glaucon asked.

I was about to explain the order in which these four corrupt forms succeed one another, when Polemarchus, sitting a short distance away just past Adeimantus, began whispering to him. He reached out, grabbed the shoulder of Adeimantus's cloak, and pulled him close, leaning in to murmur something in his ear. I caught only the words: ""Should we let him off, or what should we do?""","Socrates declares that the good State and the good individual share the same pattern -- all deviations from this are corrupt, manifesting in four forms. Before he can enumerate them, Polemarchus whispers to Adeimantus, conspiring to press Socrates on a point he has skipped over.","As Socrates prepares to describe four forms of corrupt government, Polemarchus secretly confers with Adeimantus about whether to let Socrates skip over an important topic he has glossed over.","Socrates is interrupted mid-argument by his companions conspiring to force him back to an unfinished topic.","Speakers: Socrates (narrator), with Polemarchus and Adeimantus conspiring -- Polemarchus is the son of Cephalus, in whose house the Republic is set (Book I) -- The 'four evil forms' refer to timocracy, oligarchy, democracy, and tyranny, discussed in Books VIII-IX -- This interruption redirects the dialogue to Book V's topics: equality of women, community of families, and philosopher-kings"
"5.2","5.1","2","Certainly not, said Adeimantus, raising his voice. Who is it, I said, whom you are refusing to let off? You, he said. I repeated, Why am I especially not to be let off? Why, he said, we think that you are lazy, and mean to cheat us out of a whole chapter which is a very important part of the story; and you fancy that we shall not notice your airy way of proceeding; as if it were self-evident to everybody, that in the matter of women and children 'friends have all things in common.'","""Certainly not,"" said Adeimantus, raising his voice.

""Who is it,"" I said, ""whom you are refusing to let off?""

""You,"" he said.

I repeated, ""Why am I especially not to be let off?""

""Why,"" he said, ""we think that you are lazy, and mean to cheat us out of a whole chapter which is a very important part of the story; and you fancy that we shall not notice your airy way of proceeding; as if it were self-evident to everybody, that in the matter of women and children 'friends have all things in common.'""","""Absolutely not,"" said Adeimantus, raising his voice.

""Who is it you're refusing to let off?"" I asked.

""You,"" he said.

""Why me in particular?"" I pressed.

""Because we think you're being lazy,"" he replied. ""You're trying to cheat us out of an entire chapter that's a crucial part of the argument. You assume we won't notice your breezy way of skipping over it -- as though it were obvious to everyone that when it comes to women and children, 'friends share all things in common.'""","Adeimantus accuses Socrates of lazily skipping a crucial topic -- the meaning of 'friends have all things in common' as applied to women and children among the guardians.","Adeimantus confronts Socrates, accusing him of trying to skip past the important question of what it means for the guardians to share women and children in common, treating it as self-evident when it requires thorough explanation.","Adeimantus demands Socrates explain what communal sharing of women and children actually means rather than glossing over it.","Speakers: Adeimantus and Socrates -- 'Friends have all things in common' is a Pythagorean proverb, attributed in various forms throughout Greek philosophy -- Adeimantus, brother of Glaucon and Plato, serves as a persistent questioner throughout the Republic -- The 'whole chapter' refers to what becomes Book V's central content"
"5.3","5.1","3","And was I not right, Adeimantus? Yes, he said; but what is right in this particular case, like everything else, requires to be explained; for community may be of many kinds. Please, therefore, to say what sort of community you mean. We have been long expecting that you would tell us something about the family life of your citizens --how they will bring children into the world, and rear them when they have arrived, and, in general, what is the nature of this community of women and children-for we are of opinion that the right or wrong management of such matters will have a great and paramount influence on the State for good or for evil. And now, since the question is still undetermined, and you are taking in hand another State, we have resolved, as you heard, not to let you go until you give an account of all this.

To that resolution, said Glaucon, you may regard me as saying Agreed.","""And was I not right, Adeimantus?""

""Yes,"" he said; ""but what is right in this particular case, like everything else, requires to be explained; for community may be of many kinds. Please, therefore, to say what sort of community you mean. We have been long expecting that you would tell us something about the family life of your citizens -- how they will bring children into the world, and rear them when they have arrived, and, in general, what is the nature of this community of women and children -- for we are of opinion that the right or wrong management of such matters will have a great and paramount influence on the State for good or for evil. And now, since the question is still undetermined, and you are taking in hand another State, we have resolved, as you heard, not to let you go until you give an account of all this.""

""To that resolution,"" said Glaucon, ""you may regard me as saying 'Agreed.'""","""Wasn't I right about that, Adeimantus?""

""Yes,"" he said, ""but being right in principle, like everything else, still requires explanation. 'Community' can mean many things. So please specify what kind of community you have in mind. We've been waiting for you to address the family life of your citizens -- how they'll have children, how they'll raise them, and what this sharing of women and children really looks like in practice. We believe that getting this right or wrong will have an enormous impact on the State, for better or worse. Since you've left this question unanswered and are already moving on to the next topic, we've resolved -- as you overheard -- not to let you proceed until you give a full account.""

""Count me in on that resolution,"" said Glaucon.","Adeimantus insists that 'community' can take many forms and demands Socrates specify how guardians will bear and raise children, since family arrangements will decisively shape the State. Glaucon seconds the demand.","Adeimantus presses Socrates to explain precisely what communal family life means for the guardians -- how children will be born and raised -- arguing that these arrangements will have paramount influence on the State's success or failure. Glaucon agrees.","The interlocutors demand a detailed account of how communal child-rearing will work, insisting it is crucial to the State's welfare.","Speakers: Socrates, Adeimantus, and Glaucon -- This passage sets up the three 'waves' of Book V: (1) equality of women, (2) community of families, (3) philosopher-kings -- Glaucon's agreement signals unanimous pressure on Socrates -- The concern about 'right or wrong management' anticipates the eugenics program Socrates will propose"
"5.4","5.2","4","And without more ado, said Thrasymachus, you may consider us all to be equally agreed.

I said, You know not what you are doing in thus assailing me: What an argument are you raising about the State! Just as I thought that I had finished, and was only too glad that I had laid this question to sleep, and was reflecting how fortunate I was in your acceptance of what I then said, you ask me to begin again at the very foundation, ignorant of what a hornet's nest of words you are stirring. Now I foresaw this gathering trouble, and avoided it.

For what purpose do you conceive that we have come here, said Thrasymachus, --to look for gold, or to hear discourse?","""And without more ado,"" said Thrasymachus, ""you may consider us all to be equally agreed.""

I said, ""You know not what you are doing in thus assailing me: What an argument are you raising about the State! Just as I thought that I had finished, and was only too glad that I had laid this question to sleep, and was reflecting how fortunate I was in your acceptance of what I then said, you ask me to begin again at the very foundation, ignorant of what a hornet's nest of words you are stirring. Now I foresaw this gathering trouble, and avoided it.""

""For what purpose do you conceive that we have come here,"" said Thrasymachus, ""-- to look for gold, or to hear discourse?""","""You can consider us all unanimously agreed,"" said Thrasymachus without hesitation.

""You have no idea what you're doing by pressing me on this,"" I said. ""What an argument you're opening up about the State! Just when I thought I was finished -- grateful that I'd put this question to rest and relieved that you'd accepted what I said earlier -- you're asking me to start over from the foundations. You don't realize what a hornet's nest of controversy you're stirring up. I saw this trouble coming, which is exactly why I avoided it.""

""What do you think we came here for?"" said Thrasymachus. ""To look for gold, or to hear philosophical discussion?""","Thrasymachus confirms universal agreement that Socrates must address the topic. Socrates protests that they are reopening a hornet's nest he deliberately avoided. Thrasymachus retorts that they came for discourse, not gold.","When all interlocutors insist Socrates address communal families, he protests that they are stirring up a hornet's nest of controversy he intentionally sidestepped. Thrasymachus reminds him that philosophical discourse is exactly what they came for.","Socrates warns his companions they are opening a hornet's nest, but Thrasymachus insists discourse is their purpose.","Speakers: Thrasymachus and Socrates -- Thrasymachus, the sophist from Chalcedon, was Socrates' main antagonist in Book I -- His reappearance here is notable; he has been largely silent since his defeat in Book I -- 'To look for gold, or to hear discourse' echoes the Greek philosophical tradition of valuing logos over material wealth -- The 'hornet's nest' metaphor anticipates the three controversial 'waves' Socrates must face"
"5.5","5.2","5","Yes, but discourse should have a limit. Yes, Socrates, said Glaucon, and the whole of life is the only limit which wise men assign to the hearing of such discourses. But never mind about us; take heart yourself and answer the question in your own way: What sort of community of women and children is this which is to prevail among our guardians? and how shall we manage the period between birth and education, which seems to require the greatest care? Tell us how these things will be.","""Yes, but discourse should have a limit.""

""Yes, Socrates,"" said Glaucon, ""and the whole of life is the only limit which wise men assign to the hearing of such discourses. But never mind about us; take heart yourself and answer the question in your own way: What sort of community of women and children is this which is to prevail among our guardians? and how shall we manage the period between birth and education, which seems to require the greatest care? Tell us how these things will be.""","""Yes, but there should be limits to discussion.""

""Socrates,"" said Glaucon, ""the only limit wise people set on hearing such discussions is the span of a lifetime. Don't worry about us -- gather your courage and answer the question however you see fit. What kind of community of women and children will exist among our guardians? And how should we handle the period between birth and education, which seems to demand the greatest care? Tell us how all this will work.""","Glaucon declares that a lifetime is the only proper limit for philosophical discourse and urges Socrates to explain the guardians' communal arrangements for women, children, and early education.","When Socrates suggests discourse should have limits, Glaucon counters that wise men devote their whole lives to such discussions and presses him to explain the guardians' system of shared families and child-rearing.","Glaucon insists philosophy deserves a lifetime's attention and urges Socrates to detail the guardians' communal family system.","Speakers: Socrates and Glaucon -- Glaucon's enthusiasm for unlimited philosophical inquiry contrasts with Socrates' reluctance -- The 'period between birth and education' anticipates the state-managed nursery system Socrates will describe -- This echoes Socrates' famous claim that 'the unexamined life is not worth living' (Apology 38a)"
